show_id,type,Tipo,name,Director,Elenco,country,Pais,year,clasificacion,duracion,listed_in,genero,description,Sinopsis,Plataforma
s1329,Movie,Película,The Rescuers Down Under,"Hendel Butoy, Mike Gabriel","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson",United States,Estados Unidos,1990,G,78 min,"Action-Adventure, Animation, Family","Acción-aventura, Animación, Familia",Bernard and Bianca race to Australia to save a boy from a vile poacher.,Bernard y Bianca corren a Australia para salvar a un niño de un vil cazador furtivo.,Disney plus
s1330,Movie,Película,The Rookie,John Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox",United States,Estados Unidos,2002,G,129 min,"Biographical, Family, Sports","Biográfico, Familiar, Deportivo",A high school baseball coach gets a second chance as a big-league pitcher.,Un entrenador de béisbol de una escuela secundaria tiene una segunda oportunidad como lanzador de grandes ligas.,Disney plus
s1331,Movie,Película,The Santa Clause,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg","United States, Canada","Estados Unidos, Canadá",1994,PG,98 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",A bizarre twist of fate transforms a divorced dad into the new Santa.,Un extraño giro del destino transforma a un padre divorciado en el nuevo Santa.,Disney plus
s1332,Movie,Película,The Santa Clause 2,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd","United States, Canada","Estados Unidos, Canadá",2002,G,106 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",Scott Calvin must get married by Christmas Eve or lose his title as Santa.,Scott Calvin debe casarse antes de Nochebuena o perderá su título de Santa.,Disney plus
s1333,Movie,Película,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd","United States, Canada","Estados Unidos, Canadá",2006,G,94 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,Las vacaciones toman un giro caótico cuando Jack Frost congela la Navidad.,Disney plus
s1334,Movie,Película,The Scream Team,Stuart Gillard,"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke",United States,Estados Unidos,2002,TV-PG,88 min,"Comedy, Fantasy","Comedia, Fantasía",Ian and Claire Carlyle discover that ghosts really do exist!,¡Ian y Claire Carlyle descubren que los fantasmas realmente existen!,Disney plus
s1335,Movie,Película,The Secret of the Magic Gourd,"朱家欣 , 钟智行","劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯","China, Hong Kong, United States","China, Hong Kong, Estados Unidos",2009,G,84 min,Fantasy,Fantasía,A boy's world is turned upside down when he hooks a wish-granting gourd.,El mundo de un niño se pone patas arriba cuando engancha una calabaza que concede deseos.,Disney plus
s1336,Movie,Película,The Shaggy D.A.,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",United States,Estados Unidos,1976,G,92 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",A District Attorney candidate finds himself transformed into a sheepdog.,Un candidato a fiscal de distrito se encuentra transformado en un perro pastor.,Disney plus
s1337,Movie,Película,The Shaggy Dog,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",United States,Estados Unidos,1959,G,102 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",A magical ring transforms a teenager into a lumbering sheepdog.,Un anillo mágico transforma a un adolescente en un pesado perro pastor.,Disney plus
s1338,Movie,Película,The Sign of Zorro,"Lewis Foster, Norman Foster","Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner",United States,Estados Unidos,1960,G,90 min,"Action-Adventure, Drama, Family","Acción-aventura, Drama, Familia",Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.,Don Diego se pone la máscara del Zorro para liberar a su pueblo de un dictador. Ver detalles para asesoramiento.,Disney plus
s1339,Movie,Película,The Simple Things,Charles Nichols,,United States,Estados Unidos,1953,TV-G,8 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Mickey and Pluto go fishing at the beach. See details for advisory.,Mickey y Plutón van a pescar a la playa. Ver detalles para asesoramiento.,Disney plus
s1340,Movie,Película,The Sound of Music,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",United States,Estados Unidos,1965,G,175 min,"Biographical, Family, Historical","Biográfico, Familiar, Histórico",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,Una institutriz se gana el corazón de muchos y guía a la familia Von Trapp en su huida hacia la libertad en 1938.,Disney plus
s1341,Movie,Película,The Story of Robin Hood And His Merrie Men,Ken Annakin,"Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice",United Kingdom,Reino Unido,1952,PG,84 min,"Action-Adventure, Family","Acción-Aventura, Familia",Prince John conspires to gain power when King Richard leaves England.,El príncipe Juan conspira para ganar poder cuando el rey Ricardo abandona Inglaterra.,Disney plus
s1342,Movie,Película,The Strongest Man in the World,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",United States,Estados Unidos,1975,G,92 min,"Comedy, Family, Science Fiction","Comedia, Familia, Ciencia ficción",A college science wiz gains super strength in a lab accident. See details for advisory.,Un genio universitario de las ciencias adquiere superfuerza en un accidente de laboratorio. Ver detalles para asesoramiento.,Disney plus
s1343,Movie,Película,The Suite Life Movie,Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey",United States,Estados Unidos,2011,TV-G,81 min,"Comedy, Coming of Age","Comedia, Mayoría de edad",Zack and Cody become truly connected after joining a twin research study.,Zack y Cody se conectan verdaderamente después de unirse a un estudio de investigación sobre gemelos.,Disney plus
s1344,TV Show,Programa de televisión,The Suite Life of Zack & Cody,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale, Phill Lewis, Kim Rhodes",United States,Estados Unidos,2004,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age","Acción y aventuras, Comedia, Mayoría de edad",Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel.,Los hermanos gemelos Zack y Cody se van a vivir con su madre soltera en el hotel más elegante de Boston.,Disney plus
s1345,TV Show,Programa de televisión,The Suite Life On Deck,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Phill Lewis",United States,Estados Unidos,2008,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age","Acción y aventuras, Comedia, Mayoría de edad","Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner.","Zack y Cody Martin están a bordo del SS Tipton, un crucero de pasajeros de lujo.",Disney plus
s1346,Movie,Película,The Swap,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",United States,Estados Unidos,2016,TV-G,91 min,"Comedy, Coming of Age, Fantasy","Comedia, Mayoría de edad, Fantasía",Classmates Ellie and Jack unexplainably trigger a real-life body swap.,Los compañeros de clase Ellie y Jack desencadenan inexplicablemente un intercambio de cuerpos en la vida real.,Disney plus
s1347,Movie,Película,The Thirteenth Year,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",United States,Estados Unidos,1999,TV-G,89 min,"Coming of Age, Fantasy","Mayoría de edad, Fantasía",Cody learns he can communicate with fish as he nears his 13th birthday.,Cody descubre que puede comunicarse con los peces cuando se acerca su cumpleaños número 13.,Disney plus
s1348,Movie,Película,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney","Aurora Miranda, Carmen Molina, Sterling Holloway, Clarence Nash, Joaquin Garay, Jose Oliveira",United States,Estados Unidos,1945,G,72 min,"Animation, Family, Musical","Animación, Familiar, Musical",Magical gifts from his friends send Donald on a musical journey. See details for advisory.,Los regalos mágicos de sus amigos envían a Donald a un viaje musical. Ver detalles para asesoramiento.,Disney plus
s1349,Movie,Película,The Three Musketeers,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay","Austria, United Kingdom, United States","Austria, Reino Unido, Estados Unidos",1993,PG,106 min,"Action-Adventure, Comedy, Family","Acción-aventura, Comedia, Familia",Three loyal swordsmen and an eager recruit unite to protect the King.,Tres espadachines leales y un recluta entusiasta se unen para proteger al Rey.,Disney plus
s1350,Movie,Película,The Tigger Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka","United States, Japan","Estados Unidos, Japón",2000,G,81 min,"Action-Adventure, Animation, Kids","Acción-aventura, Animación, Infantil",Tigger goes looking through the Hundred Acre Wood to find his family.,Tigger busca en el Bosque de los Cien Acres para encontrar a su familia.,Disney plus
s1351,Movie,Película,The Tortoise and the Hare,Wilfred Jackson,,United States,Estados Unidos,1935,TV-G,9 min,"Animation, Family, Sports","Animación, Familia, Deportes","Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.","La liebre se detiene para lucirse y la tortuga, más lenta, gana la carrera. Ver detalles para asesoramiento.",Disney plus
s1352,Movie,Película,The Ugly Dachshund,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",United States,Estados Unidos,1966,TV-G,93 min,"Animals & Nature, Comedy, Family","Animales y naturaleza, Comedia, Familia",The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.,Los Garrison viven con un gran danés que se cree un delicado perro salchicha. Ver detalles para asesoramiento.,Disney plus
s1353,Movie,Película,The Ugly Duckling,Jack Cutting,,United States,Estados Unidos,1939,TV-Y7,9 min,"Animation, Family","Animación, Familia",A baby duckling is shunned by his family because he is different. See details for advisory.,Un patito bebé es rechazado por su familia porque es diferente. Ver detalles para asesoramiento.,Disney plus
s1354,Movie,Película,The Ultimate Christmas Present,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan","Canada, United States","Canadá, Estados Unidos",2000,TV-G,81 min,"Comedy, Coming of Age, Fantasy","Comedia, Mayoría de edad, Fantasía",Allie and Sam lose control of Santa's weather machine.,Allie y Sam pierden el control de la máquina meteorológica de Santa.,Disney plus
s1355,Movie,Película,The Vanishing Prairie,James Algar,Winston Hibler,United States,Estados Unidos,1954,G,71 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",The story of the American prairie amidst the march of civilization.,La historia de la pradera americana en medio del avance de la civilización.,Disney plus
s1356,Movie,Película,The Wild,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind","Canada, United States","Canadá, Estados Unidos",2006,G,86 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia","A band of animals escape from the zoo, into the wilds of New York City.",Una banda de animales escapa del zoológico hacia la naturaleza salvaje de la ciudad de Nueva York.,Disney plus
s1357,Movie,Película,The Wise Little Hen,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,Estados Unidos,1934,TV-G,8 min,"Animation, Family, Kids","Animación, Familia, Niños",Donald Duck learns that you must work for a harvest. See details for advisory.,El pato Donald aprende que debes trabajar para obtener una cosecha. Ver detalles para asesoramiento.,Disney plus
s1358,Movie,Película,The Wizards Return: Alex vs. Alex,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",United States,Estados Unidos,2013,TV-G,59 min,"Comedy, Coming of Age, Fantasy","Comedia, Mayoría de edad, Fantasía",Alex creates a good and evil version of herself.,Alex crea una versión buena y mala de sí misma.,Disney plus
s1359,TV Show,Programa de televisión,The World According to Jeff Goldblum,,Jeff Goldblum,United States,Estados Unidos,2019,TV-PG,2 Seasons,Docuseries,Docuseries,Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.,Jeff Goldblum explora la fascinante ciencia y la historia de objetos engañosamente familiares.,Disney plus
s1360,Movie,Película,The Young Black Stallion,Simon Wincer,"Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw",United States,Estados Unidos,2003,G,51 min,"Action-Adventure, Animals & Nature, Drama","Acción-Aventura, Animales y Naturaleza, Drama",A girl risks her treasured black stallion to save her family home.,Una niña arriesga a su preciado semental negro para salvar la casa de su familia.,Disney plus
s1361,Movie,Película,Three Blind Mouseketeers,Dave Hand,"Pinto Colvig, Billy Bletcher",United States,Estados Unidos,1936,TV-Y7,9 min,"Animation, Family, Parody","Animación, Familia, Parodia",Captain Katt sets traps for the Three Mouseketeers. See details for advisory.,El Capitán Katt coloca trampas para los Tres Ratoneros. Ver detalles para asesoramiento.,Disney plus
s1362,Movie,Película,Three Days,Michael Switzer,,United States,Estados Unidos,2001,TV-G,93 min,"Drama, Fantasy","Drama, Fantasía",An angel lets a man relive the days before his wife's death.,Un ángel permite a un hombre revivir los días previos a la muerte de su esposa.,Disney plus
s1363,Movie,Película,Three Little Pigs,Burt Gillett,"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder",United States,Estados Unidos,1933,TV-Y7,9 min,"Animation, Family, Kids","Animación, Familia, Niños",A Disney telling of the Three Little Pigs. See details for advisory.,Una narración de Disney sobre los Tres Cerditos. Ver detalles para asesoramiento.,Disney plus
s1364,Movie,Película,Three Little Wolves,Dave Hand,,United States,Estados Unidos,1936,TV-Y7,9 min,"Animation, Family","Animación, Familia",Two frivolous pigs blow the wolf horn one too many times. See details for advisory.,Dos cerdos frívolos tocan el cuerno del lobo demasiadas veces. Ver detalles para asesoramiento.,Disney plus
s1365,Movie,Película,Three Men and a Baby,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis","United States, France","Estados Unidos, Francia",1987,PG,103 min,"Buddy, Comedy","Amigo, Comedia","Handsome men trade wine, women and song for crib, pacifier and diaper.","Los hombres guapos cambian vino, mujeres y canciones por cuna, chupete y pañal.",Disney plus
s1366,Movie,Película,Three Men and a Little Lady,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw",United States,Estados Unidos,1990,PG,104 min,"Buddy, Comedy, Romance","Amigo, Comedia, Romance","Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them.","Justo cuando tres padres cariñosos se están acostumbrando a la paternidad, les arrebatan a su hija.",Disney plus
s1367,Movie,Película,Thru the Mirror,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",United States,Estados Unidos,1936,TV-G,10 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Mickey dreams he goes through his mirror to the other side. See details for advisory.,Mickey sueña que atraviesa el espejo hacia el otro lado. Ver detalles para asesoramiento.,Disney plus
s1368,Movie,Película,Tiger Cruise,Duwayne Dunham,"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon",United States,Estados Unidos,2004,TV-PG,88 min,"Drama, Family","Drama, Familia","Maddie Dolan is tired of being labeled a “Navy brat.""","Maddie Dolan está cansada de que la etiqueten como ""mocosa de la Marina"".",Disney plus
s1369,Movie,Película,Tim Burton’s The Nightmare Before Christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",United States,Estados Unidos,1993,PG,78 min,"Animation, Family, Fantasy","Animación, Familia, Fantasía",Pumpkin King Jack Skellington tries to take over Christmas.,El rey calabaza Jack Skellington intenta apoderarse de la Navidad.,Disney plus
s1370,TV Show,Programa de televisión,Timon & Pumbaa,,"Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane",United States,Estados Unidos,1995,TV-Y,3 Seasons,"Animation, Buddy, Comedy","Animación, Amigo, Comedia","Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle.","Timón, una suricata, y Pumba, un jabalí, se unen para vivir desventuras en la jungla.",Disney plus
s1371,Movie,Película,Tin Toy,John Lasseter,"Tinny , Billy",United States,Estados Unidos,1988,TV-G,5 min,"Animation, Family, Kids","Animación, Familia, Niños","A scared, Tin Toy realizes he really wants to play.","Tin Toy, asustado, se da cuenta de que realmente quiere jugar.",Disney plus
s1372,Movie,Película,Tinker Bell,Bradley Raymond,"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks",United States,Estados Unidos,2008,G,81 min,"Action-Adventure, Animation, Fantasy","Acción-aventura, Animación, Fantasía",The story of Disney's most famous fairy is finally revealed.,Por fin se revela la historia del hada más famosa de Disney.,Disney plus
s1373,Movie,Película,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné",United States,Estados Unidos,2010,G,80 min,"Action-Adventure, Animation, Fantasy","Acción-aventura, Animación, Fantasía",Tink risks her own safety when she befriends a curious human girl.,Tink arriesga su propia seguridad cuando se hace amiga de una curiosa chica humana.,Disney plus
s1374,Movie,Película,Tinker Bell and the Lost Treasure,Klay Hall,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth",United States,Estados Unidos,2009,G,84 min,"Action-Adventure, Animation, Fantasy","Acción-aventura, Animación, Fantasía",Tink has to set things right when her temper puts Pixie Hollow in danger.,Tink tiene que arreglar las cosas cuando su temperamento pone en peligro a Pixie Hollow.,Disney plus
s1375,Movie,Película,Titanic: 20 Years Later With James Cameron,Thomas Grane,"James Cameron, Bob Ballard",United States,Estados Unidos,2017,TV-PG,47 min,"Documentary, Historical","Documental, Histórico",James Cameron revisits his blockbuster film in light of new Titanic research.,James Cameron revisa su exitosa película a la luz de una nueva investigación sobre el Titanic.,Disney plus
s1376,Movie,Película,Toby Tortoise Returns,Wilfred Jackson,,United States,Estados Unidos,1936,TV-Y7,8 min,"Animation, Family, Sports","Animación, Familia, Deportes",Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.,Max Hare y Toby Tortoise son oponentes en un combate de boxeo. Ver detalles para asesoramiento.,Disney plus
s1377,Movie,Película,Tom and Huck,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",United States,Estados Unidos,1995,PG,92 min,"Action-Adventure, Comedy, Coming of Age","Acción y aventuras, Comedia, Mayoría de edad",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,"Los legendarios héroes adolescentes de Estados Unidos, Tom y Huck, se unen para salvar a un hombre de ser acusado injustamente.",Disney plus
s1378,Movie,Película,Toy Story,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger",United States,Estados Unidos,1995,G,83 min,"Action-Adventure, Animation, Buddy","Acción-aventura, Animación, Buddy","Meet Woody, Buzz and the gang in an adventure full of humor and heart.","Conoce a Woody, Buzz y la pandilla en una aventura llena de humor y corazón.",Disney plus
s1379,Movie,Película,Toy Story 2,John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney",United States,Estados Unidos,1999,G,93 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia","Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own.","Únete a Woody, Buzz, Jessie y la pandilla para rescatar audazmente a uno de los suyos.",Disney plus
s1380,Movie,Película,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",United States,Estados Unidos,2010,G,103 min,"Animation, Comedy, Drama","Animación, Comedia, Drama","Woody, Buzz and the gang return for more adventures with new friends.","Woody, Buzz y la pandilla regresan para vivir más aventuras con nuevos amigos.",Disney plus
s1381,Movie,Película,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom,"Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes",United States,Estados Unidos,2011,G,6 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Ken and Barbie get the vacation of their dreams.,Ken y Barbie consiguen las vacaciones de sus sueños.,Disney plus
s1382,Movie,Película,Toy Story Toons: Partysaurus Rex,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",United States,Estados Unidos,2012,G,9 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Rex throws an over-the-top bath time bash!,¡Rex organiza una fiesta exagerada a la hora del baño!,Disney plus
s1383,Movie,Película,Toy Story Toons: Small Fry,Angus MacLane,"Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn, Joan Cusack, Estelle Harris",United States,Estados Unidos,2011,G,10 min,"Animation, Family, Kids","Animación, Familia, Niños",Buzz is replaced by a miniature version of himself.,Buzz es reemplazado por una versión en miniatura de sí mismo.,Disney plus
s1384,Movie,Película,Trail of the Panda,Zhong Yu,"Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi",China,China,2009,G,89 min,"Action-Adventure, Animals & Nature, Family","Acción-Aventura, Animales y Naturaleza, Familia",A mute orphan boy rescues a lost panda cub in the mountains of China.,Un niño huérfano mudo rescata a un cachorro de panda perdido en las montañas de China.,Disney plus
s1385,Movie,Película,Trailer Horn,Jack Hannah,,United States,Estados Unidos,1950,TV-G,7 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Donald heads out for a nice relaxing camping trip. See details for advisory.,Donald se embarca en un agradable y relajante viaje de campamento. Ver detalles para asesoramiento.,Disney plus
s1386,Movie,Película,Treasure Island,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie","United Kingdom, United States","Reino Unido, Estados Unidos",1950,PG,96 min,"Action-Adventure, Family","Acción-Aventura, Familia",The classic tale of a young boy's search for buried treasure.,La clásica historia de la búsqueda de un joven de un tesoro enterrado.,Disney plus
s1387,Movie,Película,Treasure of Matecumbe,Vincent McEveety,"Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow, Johnny Doran, Billy Attmore",United States,Estados Unidos,1976,G,116 min,"Action-Adventure, Family, Mystery","Acción-Aventura, Familia, Misterio","Using a secret map, friends face a dangerous search for pirate gold. See details for advisory.","Usando un mapa secreto, los amigos se enfrentan a una peligrosa búsqueda de oro pirata. Ver detalles para asesoramiento.",Disney plus
s1388,Movie,Película,Treasure Planet,"John Musker, Ron Clements","Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis",United States,Estados Unidos,2002,PG,98 min,"Action-Adventure, Animation, Family","Acción-aventura, Animación, Familia",Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.,Jim Hawkins sigue un mapa intergaláctico en busca del tesoro del Capitán Flint.,Disney plus
s1389,Movie,Película,Tree Climbing Lions,,Alexander Braczkowski,,,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia","Lions in Uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees.",Los leones en Uganda exhiben un comportamiento raro y misterioso: pasan gran parte de su vida en los árboles.,Disney plus
s1390,Movie,Película,Tron,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor",United States,Estados Unidos,1982,PG,96 min,"Action-Adventure, Family, Science Fiction","Acción-aventura, Familia, Ciencia ficción","After practicing his hacking chops, a brilliant video game maker becomes part of his own creation.","Después de practicar sus habilidades de piratería, un brillante creador de videojuegos pasa a formar parte de su propia creación.",Disney plus
s1391,Movie,Película,Tru Confessions,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman","United States, Canada","Estados Unidos, Canadá",2002,TV-G,83 min,"Coming of Age, Drama","Mayoría de edad, Drama",A chance to star in a TV show reveals the value of family for Trudy Walker.,La oportunidad de protagonizar un programa de televisión revela el valor de la familia para Trudy Walker.,Disney plus
s1392,Movie,Película,Tuck Everlasting,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",United States,Estados Unidos,2002,PG,91 min,"Coming of Age, Drama, Fantasy","Mayoría de edad, Drama, Fantasía",A woman falls in love with a man who is immortal.,Una mujer se enamora de un hombre que es inmortal.,Disney plus
s1393,Movie,Película,Tugboat Mickey,Clyde Geronimi,"Walt Disney, Clarence Nash, Pinto Colvig",United States,Estados Unidos,1940,TV-G,8 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory.,Mickey capitanea un remolcador con Donald y Goofy como tripulación. Ver detalles para asesoramiento.,Disney plus
s1394,Movie,Película,Twas the Night,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",United States,Estados Unidos,2001,TV-G,87 min,"Comedy, Crime, Fantasy","Comedia, Crimen, Fantasía",Danny and his con-artist uncle take over when Santa Claus is knocked out.,Danny y su tío estafador toman el control cuando Santa Claus queda noqueado.,Disney plus
s1395,Movie,Película,Twitches,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Jennifer Robertson",United States,Estados Unidos,2005,TV-PG,87 min,"Comedy, Fantasy","Comedia, Fantasía",Reunited twin girls discover they have magical powers.,Las gemelas reunidas descubren que tienen poderes mágicos.,Disney plus
s1396,Movie,Película,Twitches Too,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Leslie Seiler",United States,Estados Unidos,2007,TV-PG,84 min,"Comedy, Fantasy","Comedia, Fantasía","When a new evil threat arrives, it's up to the twitches to save Coventry.","Cuando llega una nueva amenaza malvada, depende de los tics salvar Coventry.",Disney plus
s1397,Movie,Película,Unidentified Flying Oddball,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",United States,Estados Unidos,1979,G,93 min,"Action-Adventure, Comedy, Family","Acción-aventura, Comedia, Familia",An astronaut and his robot accidentally travel in time to medieval England.,Un astronauta y su robot viajan accidentalmente en el tiempo a la Inglaterra medieval.,Disney plus
s1398,Movie,Película,Up,Pete Docter,"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo, Jerome Ranft",United States,Estados Unidos,2009,PG,96 min,"Action-Adventure, Animation, Buddy","Acción-aventura, Animación, Buddy",An unlikely pair set to the sky for the adventure of their lives.,Una pareja improbable se lanza al cielo para vivir la aventura de sus vidas.,Disney plus
s1399,Movie,Película,"Up, Up and Away",Robert Townsend,"Robert Townsend, Michael Pagan, Alex Datcher, Sherman Hemsley, Kevin Connolly, Olivia Burnette","Canada, United States","Canadá, Estados Unidos",2000,TV-G,78 min,"Comedy, Coming of Age, Fantasy","Comedia, Mayoría de edad, Fantasía",The teenage son in a superhero family anxiously awaits his super powers.,El hijo adolescente de una familia de superhéroes espera ansiosamente sus superpoderes.,Disney plus
