show_id,Tipo,type,name,título,Pais,country,year,clasificacion,duracion,duration,genero,listed_in,description,Sinopsis,Plataforma
s2913,programa de televisión,TV Show,Cold Squad,Escuadrón Frío,Canadá,Canada,1998,TV-14,7 estaciones,7 Seasons,"Crimen, Drama, Internacional","Crime, Drama, International","A Police crime-drama about a team of Vancouver police detectives responsible for investigating cases that are officially unsolved or ""cold"". They find an amount of success because of newer technology and additional information coming to light.","Un drama criminal policial sobre un equipo de detectives de la policía de Vancouver responsables de investigar casos que oficialmente no están resueltos o están ""fríos"". Encuentran cierto éxito gracias a la tecnología más nueva y a la información adicional que sale a la luz.",Hulu
s2914,programa de televisión,TV Show,Date A Live,Fecha en vivo,Japón,Japan,2013,TV-14,2 estaciones,2 Seasons,"Anime, Comedia, Internacional","Anime, Comedy, International",Ordinary high school boy Shido is recruited by his sister Kotori to help seal the mysterious Spirits: mystical creatures responsible for devastating spacequakes. There's just one catch: the only way to seal a spirit - is to make her fall in love with you.,"Shido, un chico normal de secundaria, es reclutado por su hermana Kotori para ayudar a sellar los misteriosos Espíritus: criaturas místicas responsables de devastadores terremotos espaciales. Sólo hay un inconveniente: la única forma de sellar un espíritu es hacer que se enamore de ti.",Hulu
s2915,programa de televisión,TV Show,Death Note,Aviso de muerte,Japón,Japan,2006,TV-14,1 temporada,1 Season,"Anime, Crimen, Drama","Anime, Crime, Drama","Light Yagami is an ace student with great prospects and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life?","Light Yagami es un excelente estudiante con grandes perspectivas y está muy aburrido. Pero todo eso cambia cuando encuentra el Death Note, un cuaderno dejado caer por un dios de la muerte Shinigami rebelde. Cualquier humano cuyo nombre esté escrito en el cuaderno muere, y ahora Light ha prometido usar el poder del Death Note para librar al mundo del mal. Pero cuando los criminales empiezan a morir, las autoridades envían al legendario detective L a localizar al asesino. Con L pisándole los talones, ¿Light perderá de vista su noble objetivo... o su vida?",Hulu
s2916,programa de televisión,TV Show,Inuyasha - The Final Act,Inuyasha - El acto final,Japón,Japan,2009,TV-14,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","Throughout their quest to restore the shattered Shikon Jewel, the half-demon Inuyasha and modern schoolgirl Kagome have never faced an enemy more deadly or more cunning than the demon mastermind Naraku. With the Shikon Jewel nearly whole, the race to collect the remaining shards intensifies and a battle of epic proportions is brewing on the horizon!","A lo largo de su búsqueda para restaurar la destrozada Joya Shikon, el medio demonio Inuyasha y la moderna colegiala Kagome nunca se han enfrentado a un enemigo más letal o más astuto que el cerebro demoníaco Naraku. Con la Joya Shikon casi entera, la carrera para recolectar los fragmentos restantes se intensifica y ¡una batalla de proporciones épicas se avecina en el horizonte!",Hulu
s2917,programa de televisión,TV Show,Naruto,naruto,Japón,Japan,2005,TV-PG,4 estaciones,4 Seasons,"Aventura, Anime, Internacional","Adventure, Anime, International","The Village Hidden in the Leaves is home to the stealthiest ninja in the land. But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy – Naruto Uzumaki!","La Aldea Oculta entre las Hojas es el hogar del ninja más sigiloso del país. Pero doce años antes, un temible zorro de nueve colas aterrorizó a la aldea antes de que fuera sometida y su espíritu sellado dentro del cuerpo de un bebé: ¡Naruto Uzumaki!",Hulu
s2918,programa de televisión,TV Show,Rage of Bahamut: Genesis,La ira de Bahamut: Génesis,Japón,Japan,2014,TV-14,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime",A Dragon once terrorized Mistarcia. The inhabitants of the land joined forces against the fiend and bound its power to a key. Half was guarded by gods and the other by demons. Mistarcia became peaceful – until a woman stole the god's half of the key.,"Un Dragón una vez aterrorizó a Mistarcia. Los habitantes de la tierra unieron fuerzas contra el demonio y vincularon su poder a una llave. La mitad estaba custodiada por dioses y la otra por demonios. Mistarcia se volvió pacífica, hasta que una mujer robó la mitad de la llave del dios.",Hulu
s2919,programa de televisión,TV Show,Buddy Complex,Complejo de amigos,Japón,Japan,2014,TV-14,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","When a giant robot suddenly attacks the city, a high-school student named Aoba is saved by a classmate piloting her own mecha. After accepting an offer to join the alliance she's is a part of, Aoba is thrust into the middle of high-flying robot warfare.","Cuando un robot gigante ataca repentinamente la ciudad, una estudiante de secundaria llamada Aoba es salvada por un compañero de clase que pilotea su propio mecha. Después de aceptar una oferta para unirse a la alianza de la que forma parte, Aoba se ve envuelta en medio de una guerra de robots de alto vuelo.",Hulu
s2920,programa de televisión,TV Show,With All Due Respect,Con todo respeto,Estados Unidos,United States,2014,TV-G,1 temporada,1 Season,Noticias,News,"Mark Halperin and John Heilemann - authors of ""Game Change"" and ""Double Down"" - bring a new perspective on American politics.","Mark Halperin y John Heilemann, autores de ""Game Change"" y ""Double Down"", aportan una nueva perspectiva sobre la política estadounidense.",Hulu
s2921,programa de televisión,TV Show,.hack//SIGN,.hack//SIGNO,Japón,Japan,2002,TV-Y7,1 temporada,1 Season,"Anime, Drama","Anime, Drama","Tsukasa wakes up inside The World, a massive online role-playing game full of magic and monsters, and finds himself unable to log out. How did he end up stuck in this digital realm, and what, exactly, is going on in the real world?","Tsukasa se despierta dentro de The World, un enorme juego de rol en línea lleno de magia y monstruos, y se encuentra incapaz de cerrar sesión. ¿Cómo terminó atrapado en este ámbito digital y qué está sucediendo exactamente en el mundo real?",Hulu
s2922,programa de televisión,TV Show,David Copperfield,David Copperfield,"Reino Unido, Estados Unidos","United Kingdom, United States",1999,TV-PG,1 temporada,1 Season,"Drama, Historia, Internacional","Drama, History, International","Follow David Copperfield from birth to manhood as he meets an extraordinary range of sinister and benevolent characters. From Pegotty, the devoted servant, to the sadistic Mr Murdstone, unctuous Uriah Heap and eternal optimist Mr Micawber.","Siga a David Copperfield desde su nacimiento hasta su edad adulta mientras conoce una extraordinaria variedad de personajes siniestros y benévolos. Desde Pegotty, la devota sirvienta, hasta el sádico señor Murdstone, el empalagoso Uriah Heap y el eterno optimista señor Micawber.",Hulu
s2923,programa de televisión,TV Show,Terror in Resonance,Terror en resonancia,Japón,Japan,2014,TV-14,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","Tokyo has been decimated by a terrorist attack, and the only clue to the culprit's identity is a bizarre internet video. While paranoia spreads, two mysterious children form “Sphinx,” a clandestine entity determined to pull the trigger on this world.","Tokio ha sido diezmada por un ataque terrorista y la única pista sobre la identidad del culpable es un extraño vídeo de Internet. Mientras la paranoia se extiende, dos niños misteriosos forman ""Sphinx"", una entidad clandestina decidida a apretar el gatillo en este mundo.",Hulu
s2924,programa de televisión,TV Show,Offspring,Descendiente,Australia,Australia,2010,TV-MA,5 estaciones,5 Seasons,"Comedia, Drama, Internacional","Comedy, Drama, International",The story of the impossible loves of 30-something obstetrician Nina Proudman and her fabulously messy family.,La historia de los amores imposibles de la obstetra de treinta y tantos Nina Proudman y su familia fabulosamente desordenada.,Hulu
s2925,programa de televisión,TV Show,Quick Draw,Sorteo rápido,Estados Unidos,United States,2013,TV-14,2 estaciones,2 Seasons,"Acción, Aventura, Comedia","Action, Adventure, Comedy","Quick Draw is an improvised comedy about Sheriff John Henry Hoyle's attempts to bring order to a raucous frontier town. With a fresh, unscripted feel, this show brings a riotous spontaneity to Hoyle's hunt for the Wild West's most dangerous criminals.","Quick Draw es una comedia improvisada sobre los intentos del sheriff John Henry Hoyle de poner orden en una ruidosa ciudad fronteriza. Con una sensación fresca y sin guión, este programa aporta una espontaneidad desenfrenada a la búsqueda de Hoyle de los criminales más peligrosos del Salvaje Oeste.",Hulu
s2926,programa de televisión,TV Show,K-On!,¡K-On!,Japón,Japan,2010,TV-14,2 estaciones,2 Seasons,"Anime, Comedia, Internacional","Anime, Comedy, International","For two full years, Yui, Mio, Ritsu and Tsumugi have worked together to keep Sakuragaoka Girl's High School's struggling Light Music Club alive. Along the way they’ve begun to build a reputation as real rock musicians. However, with a new school year, there are new and scary challenges ahead! There are college exams to prepare for, replacement members have to be recruited and friends to say goodbye to. But no matter what happens, they’ll always have each other and their music.","Durante dos años completos, Yui, Mio, Ritsu y Tsumugi han trabajado juntos para mantener vivo el Light Music Club de Sakuragaoka Girl's High School. En el camino, comenzaron a construirse una reputación como verdaderos músicos de rock. Sin embargo, con un nuevo año escolar, ¡hay nuevos y aterradores desafíos por delante! Hay exámenes universitarios para los que prepararse, hay que reclutar miembros sustitutos y amigos de los que despedirse. Pero pase lo que pase, siempre se tendrán el uno al otro y a su música.",Hulu
s2927,Película,Movie,The Hotwives of Orlando,Las esposas calientes de Orlando,Estados Unidos,United States,2014,1 Season,#VALUE!,,"Comedia, comedia de situación","Comedy, Sitcom",The reality genre parody examines the glamorous lives of six housewives living in Orlando.,La parodia del género reality examina las glamorosas vidas de seis amas de casa que viven en Orlando.,Hulu
s2928,programa de televisión,TV Show,Melrose Place,Lugar Melrose,Estados Unidos,United States,1992,TV-PG,7 estaciones,7 Seasons,"Drama, Romance","Drama, Romance","A nighttime soap opera about the lives, careers, trials and tribulations of a group of young people living in an apartment building in the trendy neighborhood of Melrose Place. The show was a spin off of Beverly Hills 90210 and starred Heather Locklear as the scheming Amanda Woodward, head of her own advertising agency and owner of the apartment building.","Una telenovela nocturna sobre las vidas, carreras, pruebas y tribulaciones de un grupo de jóvenes que viven en un edificio de apartamentos en el moderno barrio de Melrose Place. El programa fue un derivado de Beverly Hills 90210 y estaba protagonizado por Heather Locklear como la intrigante Amanda Woodward, directora de su propia agencia de publicidad y propietaria del edificio de apartamentos.",Hulu
s2929,programa de televisión,TV Show,7th Heaven,séptimo cielo,Estados Unidos,United States,1996,TV-G,11 estaciones,11 Seasons,"Drama, Familia","Drama, Family","From Spelling Television and Brenda Hampton comes ""7th Heaven,"" a critically acclaimed family drama about a minister, his wife and their seven children. The WB's highest-rated series, 7TH Heaven captured the hearts of television audiences with its witty, charming and heartwarming storytelling and has been praised for providing high-quality entertainment for all ages. At 11 seasons, 7th Heaven was the longest-running family drama in the history of American television.","De Spelling Television y Brenda Hampton llega ""7th Heaven"", un drama familiar aclamado por la crítica sobre un ministro, su esposa y sus siete hijos. 7TH Heaven, la serie de mayor audiencia del WB, capturó los corazones de las audiencias televisivas con su narración ingeniosa, encantadora y conmovedora y ha sido elogiada por brindar entretenimiento de alta calidad para todas las edades. Con 11 temporadas, 7th Heaven fue el drama familiar de mayor duración en la historia de la televisión estadounidense.",Hulu
s2930,programa de televisión,TV Show,Flashpoint,Punto de inflamabilidad,Canadá,Canada,2009,TV-14,5 estaciones,5 Seasons,"Acción, Crimen, Drama","Action, Crime, Drama","The Strategic Response Unit is a team of cops like no other – they’re the elite, the blueblood of the force. High risk is their business and life-and-death stakes are their world. The SRU team is also unique; they rescue hostages, bust gangs, defuse bombs, climb buildings, see through walls and talk down suicidal teens. It takes years on the street, intense physical conditioning and elite marksmanship to qualify for the SRU. They have to prove that they’re at the top of their game on a daily basis because if they’re not, there are hundreds of others willing to step in and take their place. The team uses state-of-the-art equipment – sniper rifles, snake-cameras, robots, flash-bangs, night-vision and tasers. But beyond all of the cool gadgetry, the most important weapons in their arsenal are human intuition, a gift for words and their ability to read emotion. Each team member is uniquely trained in negotiating, profiling and getting inside a subject’s head. They stand out because of the rare balance between lethal hardware and people skills: pure muscle and pure intuition. They’re the envy of law enforcement everywhere. The stakes are always high in Flashpoint – only here, the lives of the men and women on the team are also always on the line. That’s the nature of the job. The SRU may be heroes, but they are also human. At the end of the day, they each go home haunted by what they’ve seen, by what they’ve had to do – pursued by new demons which they cram into already bulging closets. They lock down emotion and they second-guess decisions made in the heat of the moment. These individuals are constant witnesses to the extremes of human distress. Not everyone is cut out for this. If you’re a cop, you’re three times more likely to kill yourself than to be killed by a bad guy.","La Unidad de Respuesta Estratégica es un equipo de policías como ningún otro: son la élite, la sangre azul de la fuerza. El alto riesgo es su negocio y los riesgos de vida o muerte son su mundo. El equipo de SRU también es único; rescatan rehenes, desbaratan pandillas, desactivan bombas, trepan edificios, ven a través de paredes y hablan mal de adolescentes suicidas. Se necesitan años en la calle, un acondicionamiento físico intenso y una puntería de élite para calificar para la SRU. Tienen que demostrar que están en la cima todos los días porque si no lo están, hay cientos de personas más dispuestas a intervenir y ocupar su lugar. El equipo utiliza equipos de última generación: rifles de francotirador, cámaras tipo serpiente, robots, granadas aturdidoras, visión nocturna y pistolas Taser. Pero más allá de todos los artilugios geniales, las armas más importantes de su arsenal son la intuición humana, el don de las palabras y su capacidad para leer las emociones. Cada miembro del equipo tiene una formación única para negociar, elaborar perfiles y meterse en la cabeza de un sujeto. Se destacan por el raro equilibrio entre hardware letal y habilidades interpersonales: puro músculo e pura intuición. Son la envidia de las fuerzas del orden en todas partes. Siempre hay mucho en juego en Flashpoint: solo que aquí, las vidas de los hombres y mujeres del equipo también están siempre en juego. Esa es la naturaleza del trabajo. Los SRU pueden ser héroes, pero también son humanos. Al final del día, cada uno regresa a casa atormentado por lo que ha visto, por lo que ha tenido que hacer, perseguido por nuevos demonios que meten en armarios ya abarrotados. Bloquean las emociones y cuestionan las decisiones tomadas en el calor del momento. Estos individuos son testigos constantes de los extremos de la angustia humana. No todo el mundo está hecho para esto. Si eres policía, tienes tres veces más probabilidades de suicidarte que de que te mate un malo.",Hulu
s2931,programa de televisión,TV Show,The Brady Bunch,El grupo Brady,Estados Unidos,United States,1969,TV-PG,5 estaciones,5 Seasons,"Clásicos, Comedia, Familia","Classics, Comedy, Family","The Brady Bunch is a half-hour comedy series that follows the misadventures of a family united when single mother Carol (Florence Henderson) finds love and marriage with single father Mike Brady (Robert Reed). The Brady's tackle typical family issues such as sibling rivalry, misunderstandings, and growing up, in a way that brought innocence and charm to the series.","The Brady Bunch es una serie de comedia de media hora que sigue las desventuras de una familia unida cuando la madre soltera Carol (Florence Henderson) encuentra el amor y se casa con el padre soltero Mike Brady (Robert Reed). Los Brady abordan problemas familiares típicos, como la rivalidad entre hermanos, los malentendidos y el crecimiento, de una manera que aportó inocencia y encanto a la serie.",Hulu
s2932,programa de televisión,TV Show,Wings,Alas,Estados Unidos,United States,1990,TV-PG,8 estaciones,8 Seasons,"Clásicos, Comedia, Familia","Classics, Comedy, Family","Straight-laced Joe and laid-back Brian run a one-plane airline together on Nantucket surrounded by an eclectic and always funny group including the spacey mechanic, Lowell; the concert cellist and waitress, Helen; snarky nemesis, Roy and lovelorn taxi-driver, Antonio.","El serio Joe y el tranquilo Brian dirigen juntos una aerolínea de un solo avión en Nantucket, rodeados por un grupo ecléctico y siempre divertido que incluye al mecánico espacial Lowell; la concertista violonchelista y camarera, Helen; su sarcástico némesis, Roy, y el enamorado taxista, Antonio.",Hulu
s2933,programa de televisión,TV Show,Yu-Gi-Oh! ZEXAL,Yu-Gi-Oh! ZEXAL,Japón,Japan,2011,TV-G,3 estaciones,3 Seasons,"Acción, Aventura, Anime","Action, Adventure, Anime","When aspiring duelist Yuma meets Astral, a mysterious visitor from another universe, it seems like destiny. Yuma needs Astral to teach him how to duel, and Astral needs Yuma to help him regain his memories! Yu-Gi-Oh! ZEXAL - New Rules, New Duels!","Cuando el aspirante a duelista Yuma conoce a Astral, un misterioso visitante de otro universo, todo parece ser el destino. ¡Yuma necesita que Astral le enseñe a batirse en duelo, y Astral necesita que Yuma le ayude a recuperar sus recuerdos! Yu-Gi-Oh! ZEXAL - ¡Nuevas reglas, nuevos duelos!",Hulu
s2934,programa de televisión,TV Show,No Game No Life,Sin juego no hay vida,Japón,Japan,2014,TV-MA,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","Bored with life and considering it in the real world to be just a “crappy game,” savvy siblings Sora and Shiro have withdrawn into their own fantasy world filled with video games. It is because of this that they are summoned to another world by a boy calling himself “God.” It’s here in this world where Sora and Shiro’s abilities are put to the test. They are now in a world where their fate – and the fate of all humanity - is decided by game. Can they beat the hardest game they've ever played?","Aburridos de la vida y considerándola en el mundo real como un ""juego de mierda"", los inteligentes hermanos Sora y Shiro se han retirado a su propio mundo de fantasía lleno de videojuegos. Es por esto que son convocados a otro mundo por un niño que se hace llamar ""Dios"". Es aquí en este mundo donde las habilidades de Sora y Shiro se ponen a prueba. Ahora se encuentran en un mundo donde su destino (y el destino de toda la humanidad) se decide mediante el juego. ¿Podrán vencer el juego más difícil que jamás hayan jugado?",Hulu
s2935,programa de televisión,TV Show,Ranma 1/2,Ranma 1/2,Japón,Japan,1989,TV-14,7 estaciones,7 Seasons,"Anime, Comedia, Romance","Anime, Comedy, Romance","After falling into a cursed Chinese spring, Ranma Saotome changes gender when hit with cold water.","Después de caer en un manantial chino maldito, Ranma Saotome cambia de género cuando lo golpean con agua fría.",Hulu
s2936,programa de televisión,TV Show,Australia's Next Top Model,La próxima top model de Australia,Australia,Australia,2005,TV-14,7 estaciones,7 Seasons,"Estilo de vida y cultura, Realidad","Lifestyle & Culture, Reality","Created by world-renowned super-model Tyra Banks, AUSTRALIA'S NEXT TOP MODEL chronicles the transformation of everyday young women into potentially fierce supermodels. The participants live together and compete for a multi-faceted Grand Prize package. Cameras catch each moment as the participants face weekly tests that determine who makes the cut. Who will be the next beauty to grace the covers of the world's leading fashion magazines or sashay down the runways of Paris or Milan?","Creada por la supermodelo de renombre mundial Tyra Banks, AUSTRALIA'S NEXT TOP MODEL narra la transformación de mujeres jóvenes comunes y corrientes en supermodelos potencialmente feroces. Los participantes viven juntos y compiten por un paquete multifacético del Gran Premio. Las cámaras captan cada momento mientras los participantes enfrentan pruebas semanales que determinan quién pasa el corte. ¿Quién será la próxima belleza en aparecer en las portadas de las principales revistas de moda del mundo o desfilar por las pasarelas de París o Milán?",Hulu
s2937,programa de televisión,TV Show,Beverly Hills 90210,Beverly Hills 90210,Estados Unidos,United States,1990,TV-PG,10 estaciones,10 Seasons,"Drama, Romance, Adolescente","Drama, Romance, Teen","The show focuses on the assimilation of a solid, value-oriented Midwestern family into an accelerated Beverly Hills lifestyle. The show explores the realities and myths of social classes in Beverly Hills while at the same time exposing the strains this lifestyle can put on family relationships.",El programa se centra en la asimilación de una familia sólida y orientada a los valores del Medio Oeste a un estilo de vida acelerado en Beverly Hills. El programa explora las realidades y los mitos de las clases sociales en Beverly Hills y al mismo tiempo expone las tensiones que este estilo de vida puede imponer a las relaciones familiares.,Hulu
s2938,programa de televisión,TV Show,Cheers,Salud,Estados Unidos,United States,1982,TV-PG,11 estaciones,11 Seasons,"Clásicos, Comedia, Sitcom","Classics, Comedy, Sitcom","Top-rated, 28-time Emmy-winning half-hour comedy series centering on the colorful characters who frequent a Boston bar owned by a former Red Sox pitcher.","Serie de comedia de media hora de gran audiencia, ganadora de 28 premios Emmy, centrada en los coloridos personajes que frecuentan un bar de Boston propiedad de un ex lanzador de los Medias Rojas.",Hulu
s2939,programa de televisión,TV Show,Everybody Hates Chris,Todo el mundo odia a Chris,Estados Unidos,United States,2005,TV-PG,4 estaciones,4 Seasons,"Historias negras, Comedia, Familia","Black Stories, Comedy, Family","Inspired by his childhood experiences, comedian Chris Rock narrates the hilarious, touching story of a teenager growing up as the eldest of three children in Brooklyn, New York during the early 1980's.","Inspirándose en las experiencias de su infancia, el comediante Chris Rock narra la divertida y conmovedora historia de un adolescente que creció como el mayor de tres hermanos en Brooklyn, Nueva York, a principios de los años 1980.",Hulu
s2940,programa de televisión,TV Show,Taxi,Taxi,Estados Unidos,United States,1978,TV-PG,5 estaciones,5 Seasons,"Clásicos, Comedia, Sitcom","Classics, Comedy, Sitcom","TAXI is a half-hour comedy series that centers around the eclectic staff of a New York city cab company. While trying to deal with tyrannical dispatcher Louie De Palma (Danny DeVito), they build friendships as they struggle for success in other careers, love and life.","TAXI es una serie de comedia de media hora que se centra en el ecléctico personal de una compañía de taxis de la ciudad de Nueva York. Mientras intentan lidiar con el tiránico despachador Louie De Palma (Danny DeVito), construyen amistades mientras luchan por el éxito en otras carreras, el amor y la vida.",Hulu
s2941,programa de televisión,TV Show,The Odd Couple,La extraña pareja,Estados Unidos,United States,1970,TV-PG,5 estaciones,5 Seasons,"Clásicos, Comedia, Sitcom","Classics, Comedy, Sitcom","Based on Neil Simon's hit Broadway play, ""The Odd Couple"" matches prim, compulsively neat Felix (Tony Randall) and gruff, sloppy Oscar (Jack Klugman), as divorced men comically struggling to live together in the same New York City apartment.","Basada en la exitosa obra de Broadway de Neil Simon, ""The Odd Couple"" reúne al remilgado y compulsivamente pulcro Félix (Tony Randall) y al brusco y descuidado Oscar (Jack Klugman), como hombres divorciados que luchan cómicamente por vivir juntos en el mismo apartamento de la ciudad de Nueva York.",Hulu
s2942,Película,Movie,A Boy Named Charlie Brown,Un niño llamado Charlie Brown,Estados Unidos,United States,1969,TV-G,86 minutos,86 min,"Comedia, Familia, Infantil","Comedy, Family, Kids","Charlie Brown, Snoopy and the Peanuts gang in their feature film debut! Charlie has a chance to win the respect of his friends when he enters a school spelling bee and winds up in the big city for the finals.","¡Charlie Brown, Snoopy y la pandilla Peanuts en su debut cinematográfico! Charlie tiene la oportunidad de ganarse el respeto de sus amigos cuando ingresa a un concurso de ortografía escolar y termina en la gran ciudad para la final.",Hulu
s2943,Película,Movie,A Very Brady Christmas,Una Navidad muy Brady,Estados Unidos,United States,1988,TV-PG,94 minutos,94 min,"Comedia, Familia","Comedy, Family","Deck the halls with love and laughter as the Brady Bunch comes home for Christmas! Mike, Carol and the whole gang are back, in a warm and wonderful two hour special featuring all of the characters from the popular series - plus their new families.","¡Decora los pasillos con amor y risas mientras Brady Bunch regresa a casa para Navidad! Mike, Carol y toda la pandilla están de regreso, en un cálido y maravilloso especial de dos horas que presenta a todos los personajes de la popular serie, además de sus nuevas familias.",Hulu
s2944,Película,Movie,Dr. Seuss: Dr. Seuss on the Loose,Dr. Seuss: Dr. Seuss suelto,Estados Unidos,United States,1973,TV-G,25 minutos,25 min,"Familia, Niños","Family, Kids","Dr. Seuss on the Loose, a trilogy of allegorical classics by the world's best-known author of books for children: The Sneetches, The Zax and Green Eggs and Ham comprises the newest half-hour animated cartoon special written by Theodor Geisel.","Dr. Seuss on the Loose, una trilogía de clásicos alegóricos del autor de libros para niños más conocido del mundo: The Sneetches, The Zax y Green Eggs and Ham comprende el nuevo especial de dibujos animados de media hora escrito por Theodor Geisel.",Hulu
s2945,Película,Movie,Dr. Seuss: The Cat in the Hat,Dr. Seuss: El gato en el sombrero,Estados Unidos,United States,1971,TV-G,25 minutos,25 min,"Familia, Niños","Family, Kids",Two children left home alone for a short while one afternoon are visited by a very interesting yet troublesome cat wearing a tall striped hat. The cat succeeds in creating a huge mess in their house - can they get it cleaned up before Mom gets home?,"Una tarde, dos niños que se quedan solos en casa por un rato reciben la visita de un gato muy interesante pero problemático que lleva un sombrero alto a rayas. El gato logra crear un gran desorden en su casa. ¿Podrán limpiarlo antes de que mamá llegue a casa?",Hulu
s2946,Película,Movie,Sabrina Down Under,sabrina abajo,Estados Unidos,United States,1999,TV-G,87 minutos,87 min,"Comedia, Familia, Adolescente","Comedy, Family, Teen","Sabrina aspires to learn about marine biology; when she discovers that the island's marine mammals are falling ill, including a handsome merman and his mermaid sister, she takes up an ecological cause on behalf of all of the inhabitants of the sea.","Sabrina aspira a aprender sobre biología marina; Cuando descubre que los mamíferos marinos de la isla están enfermando, entre ellos un apuesto tritón y su hermana sirena, asume una causa ecológica en nombre de todos los habitantes del mar.",Hulu
s2947,Película,Movie,Snoopy Come Home,Snoopy vuelve a casa,Estados Unidos,United States,1972,TV-G,81 minutos,81 min,"Comedia, Familia, Infantil","Comedy, Family, Kids","This charming Peanuts feature centers around the world's most independent pooch. Snoopy leaves Charlie Brown to visit his former owner Lila in the hospital, then returns with her to her apartment house.",Esta encantadora característica de Peanuts se centra en el perro más independiente del mundo. Snoopy deja a Charlie Brown para visitar a su antigua dueña Lila en el hospital y luego regresa con ella a su edificio de apartamentos.,Hulu
s2948,Película,Movie,Dr. Seuss: The Lorax,Dr. Seuss: El Lórax,Estados Unidos,United States,1972,TV-G,26 minutos,26 min,"Familia, Niños","Family, Kids",A ruined industrialist tells his tale of his environmentally self-destructive greed despite the warnings of an old forest creature.,Un industrial arruinado cuenta la historia de su avaricia ambientalmente autodestructiva a pesar de las advertencias de una vieja criatura del bosque.,Hulu
s2949,programa de televisión,TV Show,Ghost Whisperer,Susurrador de fantasmas,Estados Unidos,United States,2005,TV-PG,5 estaciones,5 Seasons,"Drama, Familia, Misterio","Drama, Family, Mystery",A young woman communicates with restless spirits of the dead to help them resolve the conflicts that are preventing them from passing over.,Una joven se comunica con los espíritus inquietos de los muertos para ayudarlos a resolver los conflictos que les impiden fallecer.,Hulu
s2950,programa de televisión,TV Show,Gargantia on the Verdurous Planet,Gargantia en el planeta verde,Japón,Japan,2013,TV-14,1 temporada,1 Season,"Acción, Aventura, Anime","Action, Adventure, Anime","In the distant future, Ledo, a young soldier from space wakes up and finds himself marooned on an ocean planet. Growing up in space, and knowing nothing but battle, he is a stranger in a strange land, full of odd customs and a foreign language, but he’s not alone. Starting a new journey on this verdurous planet, Ledo must find a way to survive and reconcile that fact that he may never be able to return home!","En un futuro lejano, Ledo, un joven soldado del espacio, se despierta y se encuentra abandonado en un planeta oceánico. Al crecer en el espacio y no conocer nada más que la batalla, es un extraño en una tierra extraña, llena de costumbres extrañas y un idioma extranjero, pero no está solo. Al comenzar un nuevo viaje en este verde planeta, Ledo debe encontrar una manera de sobrevivir y reconciliar el hecho de que tal vez nunca pueda regresar a casa.",Hulu
s2951,programa de televisión,TV Show,Bleach,Lejía,Japón,Japan,2006,TV-14,26 estaciones,26 Seasons,"Animé, Internacional","Anime, International","For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever when Rukia transfers most of her powers to him. Now a Soul Reaper himself with a new found wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil. But when Rukia's actions are called under scrutiny, Ichigo and his friends must put everything on the line to prepare to save their friend from the harsh justice of the Soul Society.","Desde que tiene uso de razón, Ichigo Kurosaki ha podido ver fantasmas. Pero cuando conoce a Rukia, una Soul Reaper que lucha contra espíritus malignos conocidos como Hollows, descubre que su vida cambia para siempre cuando Rukia le transfiere la mayoría de sus poderes. Ahora, un Soul Reaper con una nueva riqueza de energía espiritual, Ichigo descubre su verdadera vocación: proteger a los vivos y a los muertos del mal. Pero cuando las acciones de Rukia son puestas bajo escrutinio, Ichigo y sus amigos deben poner todo en juego para prepararse para salvar a su amigo de la dura justicia de la Sociedad de Almas.",Hulu
s2952,Película,Movie,All Saints (1998),Todos los santos (1998),Australia,Australia,1998,12 Seasons,#VALUE!,,"Drama, Internacional","Drama, International",All Saints is an Australian medical drama focused on the nursing staff of Ward 17.,All Saints es un drama médico australiano centrado en el personal de enfermería del pabellón 17.,Hulu
s2953,programa de televisión,TV Show,Hello Ladies,Hola señoras,#VALUE!,,2013,TV-MA,1 temporada,1 Season,Comedia,Comedy,Stephen Merchant ('Extras') is a British transplant obsessed with infiltrating the glamorous L.A. social scene in this HBO comedy series.,Stephen Merchant ('Extras') es un trasplante británico obsesionado con infiltrarse en la glamurosa escena social de Los Ángeles en esta serie de comedia de HBO.,Hulu
